project_id	mm_size
mm.domus.NW038	small
mm.domus.NW039	medium
mm.domus.NW040	small
mm.domus.NW041	medium
mm.domus.NW042	medium
mm.domus.NW043	small
mm.domus.NW044	small
mm.domus.NW045	very_small
mm.domus.NW046	large
mm.domus.NW048	very_small
mm.domus.NW049	large
mm.domus.NW050	medium
mm.domus.NW052	medium
mm.domus.NW053	large
mm.domus.NW054	small
mm.domus.NW055	tiny
mm.domus.NW056	small
mm.domus.NW057	small
mm.domus.NW058	medium
mm.domus.NW059	small
mm.domus.NW060	large
mm.domus.NW061	small
mm.domus.NW062	small
mm.domus.NW064	small
mm.domus.NW065	very_small
mm.domus.NW067	small
mm.domus.NW068	very_small
mm.domus.NW069	very_small
mm.domus.NW070	very_large
mm.domus.NW071	small
mm.domus.NW072	small
mm.domus.NW073	unknown
mm.domus.NW074	large
mm.domus.NW075	medium
mm.domus.NW076	small
mm.domus.NW078	very_large
mm.domus.NW079	small
mm.domus.NW080	small
mm.domus.NW081	small
mm.domus.NW082	small
mm.domus.NW083	small
mm.domus.NW084	small
mm.domus.NW085	very_large
mm.domus.NW086	large
mm.domus.NW087	medium
mm.domus.NW088	small
mm.domus.NW089	unknown
mm.domus.NW090	unknown
mm.domus.NW091	unknown
mm.domus.NW093	small
mm.domus.NW094	very_small
mm.domus.NW095	medium
mm.domus.NW096	small
mm.domus.NW098	large
mm.domus.NW099	very_large
mm.domus.NW100	very_large
mm.domus.NW101	very_large
mm.domus.NW102	very_large
mm.domus.NW103	very_large
mm.domus.NW104	large
mm.domus.NW105	very_large
mm.domus.NW106	small
mm.domus.NW109	very_large
mm.domus.NW110	very_small
mm.domus.NW113	medium
mm.domus.NW114	small
mm.domus.NW115	small
mm.domus.NW118	small
mm.domus.NW120	small
mm.domus.NW121	medium
mm.domus.NW122	small
mm.domus.NW125	very_large
mm.domus.NW127	very_small
mm.domus.NW128	very_small
mm.domus.NW129	large
mm.domus.NW130	tiny
mm.domus.NW131	small
mm.domus.NW132	small
mm.domus.NW133	tiny
mm.domus.NW134	very_small
mm.domus.NW135	unknown
mm.domus.NW136	large
mm.domus.NW137	medium
mm.domus.NW138	small
mm.domus.NW139	small
mm.domus.NW140	small
mm.domus.NW141	small
mm.domus.NW142	small
mm.domus.NW143	very_small
mm.domus.NW144	very_large
mm.domus.NW145	very_large
mm.domus.NW147	tiny
mm.domus.NW148	medium
mm.domus.NW149	very_small
mm.domus.NW150	very_small
mm.domus.NW152	small
mm.domus.NW153	very_large
mm.domus.NW155	large
mm.domus.NW156	small
mm.domus.NW157	medium
mm.domus.NW158	medium
mm.domus.NW160	very_small
mm.domus.NW161	tiny
mm.domus.NW162	tiny
mm.domus.NW163	small
mm.domus.NW164	medium
mm.domus.NW165	very_small
mm.domus.NW166	very_large
mm.domus.NW167	very_small
mm.domus.NW168	unknown
mm.domus.NW169	very_large
mm.domus.NW170	very_large
mm.domus.NW171	very_large
mm.domus.NW172	medium
mm.domus.NW174	large
mm.domus.NW175	medium
mm.domus.NW176	large
mm.domus.NW177	medium
mm.domus.NW178	medium
mm.domus.NW179	tiny
mm.domus.NW180	very_large
mm.domus.NW181	medium
mm.domus.NW182	very_large
mm.domus.NW183	medium
mm.domus.NW184	unknown
mm.domus.NW185	unknown
mm.domus.NW186	unknown
mm.domus.NW187	small
mm.domus.NW188	unknown
mm.domus.NW189	small
mm.domus.NW190	unknown
mm.domus.NW191	medium
mm.domus.NW192	medium
mm.domus.NW194	unknown
mm.domus.NW195	unknown
mm.domus.SC001	very_small
mm.domus.SC002	very_large
mm.domus.SC003	very_large
mm.domus.SC004	large
mm.domus.SC005	large
mm.domus.SC006	very_small
mm.domus.SC007	very_small
mm.domus.SC008	tiny
mm.domus.SC009	very_small
mm.domus.SC010	unknown
mm.domus.SC011	very_small
mm.domus.SC012	very_small
mm.domus.SC013	large
mm.domus.SC014	large
mm.domus.SC016	very_small
mm.domus.SC017	very_small
mm.domus.SC018	small
mm.domus.SC019	tiny
mm.domus.SC020	medium
mm.domus.SC021	very_small
mm.domus.SC022	small
mm.domus.SC023	very_small
mm.domus.SC024	small
mm.domus.SC025	small
mm.domus.SC026	very_small
mm.domus.SC027	very_small
mm.domus.SC028	small
mm.domus.SC029	very_small
mm.domus.SC030	small
mm.domus.SC031	huge
mm.domus.SC032	small
mm.domus.SC033	tiny
mm.domus.SC034	very_small
mm.domus.SC036	very_small
mm.domus.SC037	very_small
mm.domus.SC038	small
mm.domus.SC039	medium
mm.domus.SC040	very_small
mm.domus.SC041	tiny
mm.domus.SC042	medium
mm.domus.SC043	medium
mm.domus.SC044	medium
mm.domus.SC045	medium
mm.domus.SC046	small
mm.domus.SC047	small
mm.domus.SC048	small
mm.domus.SC049	small
mm.domus.SC050	large
mm.domus.SC051	tiny
mm.domus.SC052	tiny
mm.domus.SC053	tiny
mm.domus.SC054	small
mm.domus.SC055	small
mm.domus.SC056	medium
mm.domus.SC057	small
mm.domus.SC059	small
mm.domus.SC061	very_small
mm.domus.SC062	small
mm.domus.SC063	small
mm.domus.SC064	small
mm.domus.SC065	small
mm.domus.SC066	small
mm.domus.SC068	small
mm.domus.SC069	very_large
mm.domus.SC070	very_small
mm.domus.SC071	small
mm.domus.SC072	very_small
mm.domus.SC073	medium
mm.domus.SC074	very_large
mm.domus.SC075	tiny
mm.domus.SC076	very_large
mm.domus.SC077	very_small
mm.domus.SC078	very_small
mm.domus.SC079	very_small
mm.domus.SC080	medium
mm.domus.SC081	small
mm.domus.SC082	small
mm.domus.SC083	medium
mm.domus.SC086	small
mm.domus.SC087	very_small
mm.domus.SC089	tiny
mm.domus.SC090	small
mm.domus.SC091	very_small
mm.domus.SC092	small
mm.domus.SC093	medium
mm.domus.SC094	medium
mm.domus.SC095	small
mm.domus.SC096	large
mm.domus.SC097	medium
mm.domus.SC098	very_small
mm.domus.SC099	very_small
mm.domus.SC100	unknown
mm.domus.SC102	unknown
mm.domus.SC103	small
mm.domus.SC104	unknown
mm.domus.SC105	unknown
mm.domus.SC106	unknown
mm.domus.SC110	small
mm.domus.SC111	very_small
mm.domus.SC112	very_small
mm.domus.SC113	small
mm.domus.SC114	small
mm.domus.SC115	small
mm.domus.SC116	very_small
mm.domus.SC117	small
mm.domus.SC118	medium
mm.domus.SC119	medium
mm.domus.SC120	medium
mm.domus.SC121	tiny
mm.domus.SC122	small
mm.domus.SC123	very_small
mm.domus.SC124	small
mm.domus.SC125	very_small
mm.domus.SC126	small
mm.domus.SC127	large
mm.domus.SC129	very_large
mm.domus.SC130	very_large
mm.domus.SC133	very_large
mm.domus.SC134	large
mm.domus.SC135	large
mm.domus.SC137	small
mm.domus.SC138	large
mm.domus.SC139	very_large
mm.domus.SC140	medium
mm.domus.SC141	medium
mm.domus.SC142	very_large
mm.domus.SC143	tiny
mm.domus.SC144	small
mm.domus.SC145	small
mm.domus.SC146	very_small
mm.domus.SC147	small
mm.domus.SC148	medium
mm.domus.SC149	large
mm.domus.SC150	tiny
mm.domus.SC151	very_small
mm.domus.SC152	medium
mm.domus.SC153	medium
mm.domus.SC154	small
mm.domus.SC155	very_small
mm.domus.SC156	small
mm.domus.SC157	small
mm.domus.SC158	very_small
mm.domus.SC159	small
mm.domus.SC160	large
mm.domus.SC161	small
mm.domus.SC162	medium
mm.domus.SC163	very_small
mm.domus.SC164	tiny
mm.domus.SC166	unknown
mm.domus.SC167	tiny
mm.domus.SC168	medium
mm.domus.SC169	medium
mm.domus.SC170	very_small
mm.domus.SC171	very_small
mm.domus.SC172	very_small
mm.domus.SC173	medium
mm.domus.SC174	very_small
mm.domus.SC175	very_small
mm.domus.SC176	small
mm.domus.SC177	very_large
mm.domus.SC178	medium
mm.domus.SC180	small
mm.domus.SC181	large
mm.domus.SC182	small
mm.domus.SC183	very_large
mm.domus.SC184	medium
mm.domus.SC185	tiny
mm.domus.SC186	medium
mm.domus.SC187	medium
mm.domus.SC188	small
mm.domus.SC189	small
mm.domus.SC190	tiny
mm.domus.SC191	tiny
mm.domus.SC192	medium
mm.domus.SC193	small
mm.domus.SC194	very_small
mm.domus.SC195	small
mm.domus.SC196	large
mm.domus.SC197	small
mm.domus.SC198	very_small
mm.domus.SC199	small
mm.domus.SC200	small
mm.domus.SC201	very_small
mm.domus.SC202	small
mm.domus.SC203	small
mm.domus.SC205	small
mm.domus.SC208	very_small
mm.domus.SC215	small
mm.domus.SC217	very_small
mm.domus.SC218	tiny
mm.domus.SC220	tiny
mm.domus.SC221	very_small
mm.domus.SC222	unknown
mm.domus.SC223	unknown
mm.domus.SC224	medium
mm.domus.SC225	tiny
mm.domus.SC226	small
mm.domus.SC227	small
mm.domus.SC228	medium
mm.domus.SC229	very_small
mm.domus.SC230	small
mm.domus.SC231	very_small
mm.domus.SC232	very_large
mm.domus.SC233	medium
mm.domus.SC234	medium
mm.domus.SC235	small
mm.domus.SC236	small
mm.domus.SC237	very_small
mm.domus.SC238	small
mm.domus.SC239	small
mm.domus.SC240	small
mm.domus.SC241	very_small
mm.domus.SC242	small
mm.domus.SC243	large
mm.domus.SC244	large
mm.domus.SC245	small
mm.domus.SC246	very_small
mm.domus.SC247	small
mm.domus.SC249	very_small
mm.domus.SC250	small
mm.domus.SC251	tiny
mm.domus.SC252	very_small
mm.domus.SC253	very_small
mm.domus.SC255	large
mm.domus.SC256	very_small
mm.domus.SC257	small
mm.domus.SC258	very_large
mm.domus.SC259	small
mm.domus.SC260	small
mm.domus.SC261	small
mm.domus.SC262	unknown
mm.domus.SC263	small
mm.domus.SC264	small
mm.domus.SC265	small
mm.domus.SC266	small
mm.domus.SC267	tiny
mm.domus.SC268	very_small
mm.domus.SC269	small
mm.domus.SC270	small
mm.domus.SC271	very_small
mm.domus.SC272	tiny
mm.domus.SC273	very_small
mm.domus.SC274	very_small
mm.domus.SC275	unknown
mm.domus.SC276	unknown
mm.domus.SC277	very_large
mm.domus.SC279	very_large
mm.domus.SC280	medium
mm.domus.SC281	large
mm.domus.SC282	small
mm.domus.SC283	very_large
mm.domus.SC284	very_large
mm.domus.SC285	very_large
mm.domus.SC287	very_small
mm.domus.SC288	very_small
mm.domus.SC289	small
mm.domus.SC290	medium
mm.domus.SC291	unknown
mm.domus.SC293	unknown
mm.domus.SC294	unknown
mm.domus.SC295	tiny
mm.domus.SC296	medium
mm.domus.SC297	very_small
mm.domus.SC298	very_small
mm.domus.SC299	small
mm.domus.SC300	unknown
mm.domus.SC301	very_small
mm.domus.SC302	very_small
mm.domus.SC303	very_small
mm.domus.SC305	tiny
mm.domus.SC306	very_small
mm.domus.SC307	tiny
mm.domus.SC308	unknown
mm.domus.SC309	unknown
mm.domus.SC310	unknown
mm.domus.SC311	medium
mm.domus.SC313	unknown
mm.domus.SC314	small
mm.domus.SC315	unknown
mm.domus.SC316	unknown
mm.domus.SC317	unknown
mm.domus.SC318	medium
mm.domus.SC319	unknown
mm.domus.SC320	very_small
mm.domus.SE001	medium
mm.domus.SE002	medium
mm.domus.SE003	medium
mm.domus.SE004	very_small
mm.domus.SE005	small
mm.domus.SE006	very_small
mm.domus.SE007	tiny
mm.domus.SE008	very_small
mm.domus.SE009	small
mm.domus.SE011	very_small
mm.domus.SE012	very_small
mm.domus.SE013	large
mm.domus.SE014	small
mm.domus.SE015	very_large
mm.domus.SE016	medium
mm.domus.SE017	huge
mm.domus.SE018	large
mm.domus.SE019	very_small
mm.domus.SE020	small
mm.domus.SE021	medium
mm.domus.SE022	large
mm.domus.SE023	small
mm.domus.SE024	medium
mm.domus.SE026	small
mm.domus.SE027	medium
mm.domus.SE028	very_small
mm.domus.SE029	small
mm.domus.SE030	very_large
mm.domus.SE031	small
mm.domus.SE032	very_small
mm.domus.SE033	very_large
mm.domus.SE034	small
mm.domus.SE035	very_small
mm.domus.SE036	medium
mm.domus.SE037	very_small
mm.domus.SE038	tiny
mm.domus.SE039	very_large
mm.domus.SE040	small
mm.domus.SE041	medium
mm.domus.SE042	small
mm.domus.SE043	medium
mm.domus.SE044	small
mm.domus.SE045	small
mm.domus.SE046	very_small
mm.domus.SE047	large
mm.domus.SE048	very_large
mm.domus.SE049	medium
mm.domus.SE050	small
mm.domus.SE051	small
mm.domus.SE052	very_small
mm.domus.SE053	small
mm.domus.SE054	medium
mm.domus.SE056	very_small
mm.domus.SE057	small
mm.domus.SE058	small
mm.domus.SE059	very_small
mm.domus.SE060	medium
mm.domus.SE061	very_small
mm.domus.SE062	very_small
mm.domus.SE063	medium
mm.domus.SE064	very_large
mm.domus.SE065	medium
mm.domus.SE066	medium
mm.domus.SE067	large
mm.domus.SE068	tiny
mm.domus.SE069	very_small
mm.domus.SE070	very_large
mm.domus.SE071	large
mm.domus.SE072	small
mm.domus.SE073	huge
mm.domus.SE074	small
mm.domus.SE075	small
mm.domus.SE076	unknown
mm.domus.SE077	small
mm.domus.SE078	small
mm.domus.SE079	small
mm.domus.SE080	medium
mm.domus.SE081	very_large
mm.domus.SE082	very_small
mm.domus.SE083	very_small
mm.domus.SE084	medium
mm.domus.SE085	small
mm.domus.SE087	unknown
mm.domus.SE088	very_large
mm.domus.SE089	tiny
mm.domus.SE090	small
mm.domus.SE091	medium
mm.domus.SE092	very_small
mm.domus.SE093	huge
mm.domus.SE094	very_large
mm.domus.SE095	large
mm.domus.SE096	very_large
mm.domus.SE097	medium
mm.domus.SE098	very_small
mm.domus.SE099	large
mm.domus.SE100	unknown
mm.domus.SE101	very_large
mm.domus.SE102	small
mm.domus.SE103	small
mm.domus.SE104	unknown
mm.domus.SE105	small
mm.domus.SE106	small
mm.domus.SE107	unknown
mm.domus.SE109	unknown
mm.domus.SE110	small
mm.domus.SE111	small
mm.domus.SE112	small
mm.domus.SE113	small
mm.domus.SE114	medium
mm.domus.SE115	small
mm.domus.SE116	small
mm.domus.SE117	tiny
mm.domus.SE118	small
mm.domus.SE119	small
mm.domus.SE121	large
mm.domus.SE122	unknown
mm.domus.SE123	very_small
mm.domus.SE125	very_small
mm.domus.SE126	very_small
mm.domus.SE127	medium
mm.domus.SE128	large
mm.domus.SE129	medium
mm.domus.SE130	large
mm.domus.SE131	medium
mm.domus.SE132	tiny
mm.domus.SE133	small
mm.domus.SE134	small
mm.domus.SE135	very_small
mm.domus.SE136	small
mm.domus.SE137	very_small
mm.domus.SE138	very_small
mm.domus.SE139	very_small
mm.domus.SE140	very_large
mm.domus.SE141	tiny
mm.domus.SE142	small
mm.domus.SE143	medium
mm.domus.SE146	medium
mm.domus.SE147	medium
mm.domus.SE148	small
mm.domus.SE149	small
mm.domus.SE150	small
mm.domus.SE152	very_small
mm.domus.SE153	very_small
mm.domus.SE154	very_small
mm.domus.SE155	small
mm.domus.SE156	small
mm.domus.SE157	small
mm.domus.SE158	small
mm.domus.SE159	small
mm.domus.SE160	very_small
mm.domus.SE161	small
mm.domus.SE162	tiny
mm.domus.SE164	small
mm.domus.SE165	small
mm.domus.SE166	small
mm.domus.SE167	very_small
mm.domus.SE168	huge
mm.domus.SE169	small
mm.domus.SE170	medium
mm.domus.SE171	small
mm.domus.SE172	small
mm.domus.SE173	very_small
mm.domus.SE174	very_small
mm.domus.SE175	tiny
mm.domus.SE176	very_small
mm.domus.SE177	small
mm.domus.SE178	small
mm.domus.SE179	medium
mm.domus.SE180	large
mm.domus.SE181	large
mm.domus.SE182	medium
mm.domus.SE183	medium
mm.domus.SE184	small
mm.domus.SE185	very_large
mm.domus.SE187	small
mm.domus.SE188	very_small
mm.domus.SE189	tiny
mm.domus.SE190	very_small
mm.domus.SE191	medium
mm.domus.SE192	small
mm.domus.SE193	very_small
mm.domus.SE194	tiny
mm.domus.SE195	medium
mm.domus.SE196	small
mm.domus.SE197	small
mm.domus.SE198	tiny
mm.domus.SE199	tiny
mm.domus.SE200	medium
mm.domus.SE201	tiny
mm.domus.SE202	medium
mm.domus.SE204	large
mm.domus.SE205	very_large
mm.domus.SE208	unknown
mm.domus.SE209	medium
mm.domus.SE210	medium
mm.domus.SE211	very_large
mm.domus.SE212	small
mm.domus.SE213	very_large
mm.domus.SE214	very_large
mm.domus.SE215	small
mm.domus.SE216	very_large
mm.domus.SE218	large
mm.domus.SE219	medium
mm.domus.SE220	medium
mm.domus.SE221	small
mm.domus.SE222	medium
mm.domus.SE224	large
mm.domus.SE225	very_small
mm.domus.SE226	small
mm.domus.SE227	small
mm.domus.SE228	very_small
mm.domus.SE229	very_large
mm.domus.SE230	small
mm.domus.SE231	medium
mm.domus.SE232	small
mm.domus.SE233	unknown
mm.domus.SE234	medium
mm.domus.SE235	small
mm.domus.SE236	medium
mm.domus.SE237	large
mm.domus.SE240	very_small
mm.domus.SE241	large
mm.domus.SE242	very_small
mm.domus.SE243	small
mm.domus.SE245	small
mm.domus.SE246	small
mm.domus.SE247	medium
mm.domus.SE248	very_small
mm.domus.SE249	very_small
mm.domus.SE250	small
mm.domus.SE251	medium
mm.domus.SE252	very_small
mm.domus.SE253	very_small
mm.domus.SE254	medium
mm.domus.SE255	small
mm.domus.SE256	medium
mm.domus.SE257	large
mm.domus.SE258	very_small
mm.domus.SE259	large
mm.domus.SE260	small
mm.domus.SE261	small
mm.domus.SE263	small
mm.domus.SE264	small
mm.domus.SE265	medium
mm.domus.SE267	small
mm.domus.SE268	small
mm.domus.SE269	very_small
mm.domus.SE270	very_small
mm.domus.SE271	medium
mm.domus.SE272	small
mm.domus.SE273	small
mm.domus.SE274	small
mm.domus.SE275	medium
mm.domus.SE276	small
mm.domus.SE277	medium
mm.domus.SE278	medium
mm.domus.SE279	large
mm.domus.SE281	small
mm.domus.SE282	small
mm.domus.SE284	large
mm.domus.SE285	large
mm.domus.SE286	medium
mm.domus.SE287	very_small
mm.domus.SE288	very_small
mm.domus.SE289	small
mm.domus.SE290	medium
mm.domus.SE291	medium
mm.domus.SE292	tiny
mm.domus.SE293	very_small
mm.domus.SE294	very_small
mm.domus.SE295	medium
mm.domus.SE296	very_small
mm.domus.SE297	large
mm.domus.SE298	medium
mm.domus.SE299	small
mm.domus.SE300	medium
mm.domus.SE301	very_small
mm.domus.SE302	medium
mm.domus.SE303	small
mm.domus.SE304	large
mm.domus.SE305	large
mm.domus.SE306	tiny
mm.domus.SE307	medium
mm.domus.SE308	large
mm.domus.SE309	very_large
mm.domus.SE310	small
mm.domus.SE311	medium
mm.domus.SE312	very_large
mm.domus.SE315	large
mm.domus.SE316	small
mm.domus.SE317	tiny
mm.domus.SE318	medium
mm.domus.SE319	small
mm.domus.SE320	very_large
mm.domus.SE321	large
mm.domus.SE322	medium
mm.domus.SE323	very_small
mm.domus.SE324	small
mm.domus.SE326	small
mm.domus.SE327	small
mm.domus.SE328	very_small
mm.domus.SE329	very_small
mm.domus.SE330	large
mm.domus.SE331	small
mm.domus.SE332	small
mm.domus.SE333	large
mm.domus.SE334	small
mm.domus.SE335	very_small
mm.domus.SE336	very_small
mm.domus.SE337	very_large
mm.domus.SE338	tiny
mm.domus.SE339	large
mm.domus.SE340	small
mm.domus.SE341	small
mm.domus.SE343	medium
mm.domus.SE345	small
mm.domus.SE346	medium
mm.domus.SE347	small
mm.domus.SE348	small
mm.domus.SE349	small
mm.domus.SE350	large
mm.domus.SE351	very_large
mm.domus.SE352	tiny
mm.domus.SE353	small
mm.domus.SE354	small
mm.domus.SE356	very_large
mm.domus.SE357	small
mm.domus.SE358	medium
mm.domus.SE359	small
mm.domus.SE360	small
mm.domus.SE361	tiny
mm.domus.SE362	very_small
mm.domus.SE363	very_small
mm.domus.SE364	large
mm.domus.SE365	medium
mm.domus.SE366	very_small
mm.domus.SE367	very_small
mm.domus.SE368	medium
mm.domus.SE369	tiny
mm.domus.SE370	small
mm.domus.SE371	tiny
mm.domus.SE372	very_small
mm.domus.SE373	medium
mm.domus.SE374	medium
mm.domus.SE375	very_large
mm.domus.SE376	tiny
mm.domus.SE377	large
mm.domus.SE378	medium
mm.domus.SE379	large
mm.domus.SE380	small
mm.domus.SE381	medium
mm.domus.SE382	small
mm.domus.SE383	very_large
mm.domus.SE384	tiny
mm.domus.SE386	small
mm.domus.SE387	medium
mm.domus.SE388	very_large
mm.domus.SE389	very_small
mm.domus.SE390	medium
mm.domus.SE391	small
mm.domus.SE392	very_large
mm.domus.SE393	very_large
mm.domus.SE394	large
mm.domus.SE395	very_small
mm.domus.SE396	medium
mm.domus.SE397	small
mm.domus.SE398	very_small
mm.domus.SE399	tiny
mm.domus.SE400	small
mm.domus.SE402	tiny
mm.domus.SE403	very_small
mm.domus.SE404	medium
mm.domus.SE405	very_large
mm.domus.SE406	very_small
mm.domus.SE407	very_small
mm.domus.SE408	small
mm.domus.SE409	very_small
mm.domus.SE410	very_small
mm.domus.SE411	large
mm.domus.SE412	small
mm.domus.SE413	tiny
mm.domus.SE414	medium
mm.domus.SE415	large
mm.domus.SE416	small
mm.domus.SE417	medium
mm.domus.SE418	very_small
mm.domus.SE419	small
mm.domus.SE420	small
mm.domus.SE421	medium
mm.domus.SE422	very_small
mm.domus.SE423	very_small
mm.domus.SE424	small
mm.domus.SE425	very_small
mm.domus.SE426	medium
mm.domus.SE427	medium
mm.domus.SE428	very_small
mm.domus.SE429	tiny
mm.domus.SE430	small
mm.domus.SE431	small
mm.domus.SE432	tiny
mm.domus.SE434	tiny
mm.domus.SE435	very_small
mm.domus.SE436	small
mm.domus.SE437	large
mm.domus.SE438	medium
mm.domus.SE439	small
mm.domus.SE440	tiny
mm.domus.SE441	very_large
mm.domus.SE442	medium
mm.domus.SE444	huge
mm.domus.SE445	small
mm.domus.SE446	large
mm.domus.SE447	medium
mm.domus.SE448	unknown
mm.domus.SE449	medium
mm.domus.SE451	medium
mm.domus.SE452	medium
mm.domus.SE453	medium
mm.domus.SE454	very_small
mm.domus.SE455	very_small
mm.domus.SE456	medium
mm.domus.SE457	small
mm.domus.SE458	small
mm.domus.SE459	very_small
mm.domus.SE460	very_small
mm.domus.SE461	medium
mm.domus.SE462	medium
mm.domus.SE463	very_small
mm.domus.SE464	tiny
mm.domus.SE466	small
mm.domus.SE467	very_small
mm.domus.SE468	very_small
mm.domus.SE469	very_small
mm.domus.SE470	large
mm.domus.SE471	very_large
mm.domus.SE472	small
mm.domus.SE473	small
mm.domus.SE474	small
mm.domus.SE475	very_large
mm.domus.SE478	very_large
mm.domus.SE480	very_small
mm.domus.SE481	tiny
mm.domus.SE482	small
mm.domus.SE483	small
mm.domus.SE484	tiny
mm.domus.SE485	large
mm.domus.SE486	medium
mm.domus.SE488	small
mm.domus.SE489	tiny
mm.domus.SE490	very_large
mm.domus.SE491	medium
mm.domus.SE492	small
mm.domus.SE493	very_small
mm.domus.SE494	tiny
mm.domus.SE495	very_small
mm.domus.SE496	tiny
mm.domus.SE498	medium
mm.domus.SE499	large
mm.domus.SE500	very_large
mm.domus.SE501	large
mm.domus.SE503	very_small
mm.domus.SE504	very_small
mm.domus.SE505	small
mm.domus.SE506	small
mm.domus.SE507	huge
mm.domus.SE508	small
mm.domus.SE509	unknown
mm.domus.SE510	unknown
mm.domus.SE511	very_large
mm.domus.SE513	small
mm.domus.SE514	large
mm.domus.SE515	small
mm.domus.SE516	medium
mm.domus.SE517	medium
mm.domus.SE518	large
mm.domus.SE519	small
mm.domus.SE520	small
mm.domus.SE521	small
mm.domus.SE522	medium
mm.domus.SE523	small
mm.domus.SE524	very_small
mm.domus.SE525	medium
mm.domus.SE526	medium
mm.domus.SE527	large
mm.domus.SE528	large
mm.domus.SE529	small
mm.domus.SE530	small
mm.domus.SE531	very_large
mm.domus.SE532	very_large
mm.domus.SE533	very_large
mm.domus.SE534	very_small
mm.domus.SE535	small
mm.domus.SE536	very_large
mm.domus.SE537	medium
mm.domus.SE538	very_large
mm.domus.SE539	very_large
mm.domus.SE540	medium
mm.domus.SE541	very_large
mm.domus.SE542	small
mm.domus.SE543	large
mm.domus.SE544	large
mm.domus.SE545	very_large
mm.domus.SE546	medium
mm.domus.SE547	very_large
mm.domus.SE548	large
mm.domus.SE549	very_large
mm.domus.SE550	large
mm.domus.SE551	very_small
