project_id	mm_size
mm.domus.SE552	large
mm.domus.SE553	medium
mm.domus.SE554	large
mm.domus.SE555	unknown
mm.domus.SE556	very_large
mm.domus.SE557	very_large
mm.domus.SE558	large
mm.domus.SE559	large
mm.domus.SE560	very_small
mm.domus.SE561	very_small
mm.domus.SE562	small
mm.domus.SE563	medium
mm.domus.SE564	small
mm.domus.SE565	medium
mm.domus.SE566	huge
mm.domus.SE567	tiny
mm.domus.SE568	unknown
mm.domus.SE570	very_large
mm.domus.SE571	unknown
mm.domus.SE572	tiny
mm.domus.SE573	large
mm.domus.SE575	tiny
mm.domus.SE576	small
mm.domus.SE577	tiny
mm.domus.SE578	very_small
mm.domus.SE579	medium
mm.domus.SE580	unknown
mm.domus.SE581	unknown
mm.domus.SE582	small
mm.domus.SE583	huge
mm.domus.SE584	unknown
mm.domus.SE585	medium
mm.domus.SE586	medium
mm.domus.SE587	very_small
mm.domus.SE588	small
mm.domus.SE589	unknown
mm.domus.SE590	small
mm.domus.SE591	small
mm.domus.SE592	unknown
mm.domus.SE593	medium
mm.domus.SE595	unknown
mm.domus.SE596	small
mm.domus.SE597	small
mm.domus.SE598	unknown
mm.domus.SE599	small
mm.domus.SE600	large
mm.domus.SE601	medium
mm.domus.SE602	unknown
mm.domus.SE603	small
mm.domus.SE604	small
mm.domus.SE605	unknown
mm.domus.SE606	large
mm.domus.SW001	small
mm.domus.SW002	very_small
mm.domus.SW003	small
mm.domus.SW004	very_small
mm.domus.SW005	small
mm.domus.SW006	small
mm.domus.SW007	very_large
mm.domus.SW008	very_large
mm.domus.SW009	large
mm.domus.SW010	small
mm.domus.SW011	small
mm.domus.SW012	medium
mm.domus.SW013	small
mm.domus.SW014	small
mm.domus.SW016	unknown
mm.domus.SW017	small
mm.domus.SW018	medium
mm.domus.SW019	very_large
mm.domus.SW020	very_small
mm.domus.SW021	large
mm.domus.SW022	small
mm.domus.SW023	small
mm.domus.SW024	very_large
mm.domus.SW025	very_small
mm.domus.SW026	very_small
mm.domus.SW027	very_small
mm.domus.SW028	small
mm.domus.SW029	large
mm.domus.SW030	small
mm.domus.SW031	medium
mm.domus.SW032	small
mm.domus.SW033	tiny
mm.domus.SW034	tiny
mm.domus.SW035	very_small
mm.domus.SW036	medium
mm.domus.SW037	medium
mm.domus.SW038	very_small
mm.domus.SW039	small
mm.domus.SW041	small
mm.domus.SW042	medium
mm.domus.SW043	small
mm.domus.SW044	very_small
mm.domus.SW045	very_small
mm.domus.SW046	very_small
mm.domus.SW047	small
mm.domus.SW048	small
mm.domus.SW049	very_large
mm.domus.SW050	large
mm.domus.SW052	large
mm.domus.SW053	very_small
mm.domus.SW054	medium
mm.domus.SW055	small
mm.domus.SW056	very_small
mm.domus.SW057	very_small
mm.domus.SW058	small
mm.domus.SW059	small
mm.domus.SW060	tiny
mm.domus.SW061	very_small
mm.domus.SW063	small
mm.domus.SW064	very_large
mm.domus.SW065	medium
mm.domus.SW066	medium
mm.domus.SW067	small
mm.domus.SW068	large
mm.domus.SW069	medium
mm.domus.SW070	medium
mm.domus.SW071	small
mm.domus.SW072	tiny
mm.domus.SW073	unknown
mm.domus.SW074	medium
mm.domus.SW075	medium
mm.domus.SW076	very_small
mm.domus.SW077	small
mm.domus.SW078	unknown
mm.domus.SW079	medium
mm.domus.SW080	small
mm.domus.SW081	small
mm.domus.SW082	medium
mm.domus.SW083	small
mm.domus.SW084	medium
mm.domus.SW085	very_small
mm.domus.SW086	small
mm.domus.SW087	tiny
mm.domus.SW088	very_large
mm.domus.SW091	small
mm.domus.SW092	small
mm.domus.SW093	small
mm.domus.SW094	very_small
mm.domus.SW095	small
mm.domus.SW096	small
mm.domus.SW097	small
mm.domus.SW098	tiny
mm.domus.SW099	very_small
mm.domus.SW100	very_large
mm.domus.SW101	small
mm.domus.SW102	small
mm.domus.SW103	small
mm.domus.SW104	unknown
mm.domus.SW105	medium
mm.domus.SW106	very_small
mm.domus.SW107	medium
mm.domus.SW108	unknown
mm.domus.SW109	unknown
mm.domus.SW110	large
mm.domus.SW111	small
mm.domus.SW112	small
mm.domus.SW113	small
mm.domus.SW114	very_small
mm.domus.SW115	small
mm.domus.SW116	very_small
mm.domus.SW117	small
mm.domus.SW118	very_large
mm.domus.SW119	very_small
mm.domus.SW120	medium
mm.domus.SW121	large
mm.domus.SW122	medium
mm.domus.SW123	medium
mm.domus.SW124	small
mm.domus.SW125	very_small
mm.domus.SW126	small
mm.domus.SW127	very_large
mm.domus.SW128	medium
mm.domus.SW129	very_small
mm.domus.SW130	small
mm.domus.SW131	very_large
mm.domus.SW132	medium
mm.domus.SW133	large
mm.domus.SW134	medium
mm.domus.SW135	very_small
mm.domus.SW136	very_small
mm.domus.SW137	small
mm.domus.SW138	small
mm.domus.SW139	medium
mm.domus.SW140	small
mm.domus.SW141	small
mm.domus.SW142	small
mm.domus.SW143	tiny
mm.domus.SW144	unknown
mm.domus.SW145	small
mm.domus.SW146	medium
mm.domus.SW147	unknown
mm.domus.SW148	very_small
mm.domus.SW150	small
mm.domus.SW151	very_small
mm.domus.SW152	very_small
mm.domus.SW153	tiny
mm.domus.SW154	tiny
mm.domus.SW155	medium
mm.domus.SW156	small
mm.domus.SW157	very_small
mm.domus.SW158	small
mm.domus.SW159	very_small
mm.domus.SW160	medium
mm.domus.SW161	very_small
mm.domus.SW162	small
mm.domus.SW163	very_small
mm.domus.SW164	very_small
mm.domus.SW165	very_small
mm.domus.SW166	small
mm.domus.SW167	very_small
mm.domus.SW168	very_small
mm.domus.SW169	small
mm.domus.SW170	very_large
mm.domus.SW171	small
mm.domus.SW172	small
mm.domus.SW173	very_small
mm.domus.SW174	unknown
mm.domus.SW175	small
mm.domus.SW176	small
mm.domus.SW177	small
mm.domus.SW178	large
mm.domus.SW179	very_large
mm.domus.SW181	very_small
mm.domus.SW182	large
mm.domus.SW183	unknown
mm.domus.SW184	very_small
mm.domus.SW185	very_small
mm.domus.SW186	small
mm.domus.SW187	small
mm.domus.SW188	very_small
mm.domus.SW189	medium
mm.domus.SW190	very_small
mm.domus.SW191	small
mm.domus.SW192	medium
mm.domus.SW193	medium
mm.domus.SW195	medium
mm.domus.SW196	very_small
mm.domus.SW197	very_small
mm.domus.SW198	medium
mm.domus.SW199	very_large
mm.domus.SW200	medium
mm.domus.SW201	very_large
mm.domus.SW202	medium
mm.domus.SW203	very_large
mm.domus.SW204	large
mm.domus.SW205	very_small
mm.domus.SW206	small
mm.domus.SW207	small
mm.domus.SW208	small
mm.domus.SW209	small
mm.domus.SW210	very_large
mm.domus.SW211	very_large
mm.domus.SW212	small
mm.domus.SW213	small
mm.domus.SW214	very_large
mm.domus.SW215	large
mm.domus.SW216	very_small
mm.domus.SW217	medium
mm.domus.SW218	medium
mm.domus.SW219	very_large
mm.domus.SW220	very_small
mm.domus.SW221	unknown
mm.domus.SW222	medium
mm.domus.SW223	very_small
mm.domus.SW224	large
mm.domus.SW225	small
mm.domus.SW226	unknown
mm.domus.SW227	medium
mm.domus.SW228	unknown
mm.domus.SW229	unknown
mm.domus.SW230	large
mm.domus.SW231	large
mm.domus.SW234	large
mm.domus.SW235	very_large
mm.domus.SW236	unknown
mm.domus.SW237	very_large
mm.domus.SW238	unknown
mm.domus.SW239	unknown
mm.domus.SW240	medium
mm.domus.SW241	large
mm.domus.SW242	unknown
mm.domus.SW243	unknown
mm.domus.SW244	unknown
mm.domus.SW245	unknown
mm.domus.SW246	very_small
mm.domus.WA002	medium
mm.domus.WA003	small
mm.domus.WA004	small
mm.domus.WA005	medium
mm.domus.WA006	small
mm.domus.WA007	medium
mm.domus.WA009	small
mm.domus.WA010	unknown
mm.domus.WA011	tiny
mm.domus.WA012	large
mm.domus.WA013	medium
mm.domus.WA014	small
mm.domus.WA015	small
mm.domus.WA016	very_large
mm.domus.WA017	very_small
mm.domus.WA018	medium
mm.domus.WA019	small
mm.domus.WA020	small
mm.domus.WA021	very_small
mm.domus.WA022	small
mm.domus.WA024	small
mm.domus.WA025	tiny
mm.domus.WA026	very_large
mm.domus.WA027	small
mm.domus.WA028	small
mm.domus.WA029	tiny
mm.domus.WA030	small
mm.domus.WA031	medium
mm.domus.WA033	large
mm.domus.WA034	medium
mm.domus.WA035	very_large
mm.domus.WA037	very_small
mm.domus.WA038	tiny
mm.domus.WA039	very_small
mm.domus.WA040	very_small
mm.domus.WA041	very_small
mm.domus.WA042	small
mm.domus.WA044	very_small
mm.domus.WA045	very_small
mm.domus.WA046	very_small
mm.domus.WA047	small
mm.domus.WA048	very_small
mm.domus.WA049	small
mm.domus.WA050	small
mm.domus.WA051	small
mm.domus.WA052	small
mm.domus.WA053	large
mm.domus.WA054	very_small
mm.domus.WA055	medium
mm.domus.WA056	medium
mm.domus.WA057	medium
mm.domus.WA059	medium
mm.domus.WA060	small
mm.domus.WA061	very_small
mm.domus.WA062	medium
mm.domus.WA063	medium
mm.domus.WA064	small
mm.domus.WA065	large
mm.domus.WA066	very_large
mm.domus.WA067	medium
mm.domus.WA069	very_small
mm.domus.WA070	medium
mm.domus.WA071	very_small
mm.domus.WA072	very_small
mm.domus.WA073	tiny
mm.domus.WA074	small
mm.domus.WA075	large
mm.domus.WA076	very_small
mm.domus.WA077	large
mm.domus.WA078	large
mm.domus.WA079	small
mm.domus.WA081	very_small
mm.domus.WA082	very_large
mm.domus.WA083	very_small
mm.domus.WA084	small
mm.domus.WA085	very_large
mm.domus.WA086	large
mm.domus.WA087	very_large
mm.domus.WA088	very_small
mm.domus.WA089	medium
mm.domus.WA090	small
mm.domus.WA091	medium
mm.domus.WA092	large
mm.domus.WA093	medium
mm.domus.WA094	small
mm.domus.WA095	small
mm.domus.WA096	small
mm.domus.WA097	unknown
mm.domus.WA098	unknown
mm.domus.WA099	tiny
mm.domus.WA100	medium
mm.domus.WA101	unknown
mm.domus.WA102	unknown
mm.domus.WA103	unknown
mm.domus.WM001	medium
mm.domus.WM002	very_small
mm.domus.WM003	small
mm.domus.WM004	small
mm.domus.WM005	medium
mm.domus.WM006	small
mm.domus.WM007	small
mm.domus.WM008	small
mm.domus.WM009	tiny
mm.domus.WM010	large
mm.domus.WM011	medium
mm.domus.WM012	small
mm.domus.WM013	very_large
mm.domus.WM014	small
mm.domus.WM015	medium
mm.domus.WM016	large
mm.domus.WM017	medium
mm.domus.WM018	small
mm.domus.WM019	unknown
mm.domus.WM020	small
mm.domus.WM021	medium
mm.domus.WM022	tiny
mm.domus.WM023	small
mm.domus.WM024	medium
mm.domus.WM025	small
mm.domus.WM027	medium
mm.domus.WM028	medium
mm.domus.WM029	very_large
mm.domus.WM030	large
mm.domus.WM031	large
mm.domus.WM032	large
mm.domus.WM033	very_large
mm.domus.WM034	medium
mm.domus.WM035	small
mm.domus.WM036	small
mm.domus.WM037	small
mm.domus.WM038	very_large
mm.domus.WM039	medium
mm.domus.WM040	small
mm.domus.WM041	small
mm.domus.WM042	very_large
mm.domus.WM043	large
mm.domus.WM044	small
mm.domus.WM045	small
mm.domus.WM046	very_small
mm.domus.WM047	medium
mm.domus.WM048	small
mm.domus.WM049	medium
mm.domus.WM050	very_small
mm.domus.WM051	tiny
mm.domus.WM052	medium
mm.domus.WM053	small
mm.domus.WM054	medium
mm.domus.WM055	small
mm.domus.WM056	medium
mm.domus.WM057	small
mm.domus.WM058	large
mm.domus.WM059	small
mm.domus.WM060	very_large
mm.domus.WM061	small
mm.domus.WM062	small
mm.domus.WM063	very_large
mm.domus.WM064	very_large
mm.domus.WM065	medium
mm.domus.WM066	small
mm.domus.WM067	very_small
mm.domus.WM068	small
mm.domus.WM070	very_small
mm.domus.WM071	very_small
mm.domus.WM072	very_small
mm.domus.WM073	medium
mm.domus.WM074	small
mm.domus.WM075	very_large
mm.domus.WM076	unknown
mm.domus.WM077	small
mm.domus.WM078	small
mm.domus.WM079	very_small
mm.domus.WM080	medium
mm.domus.WM081	very_small
mm.domus.WM082	medium
mm.domus.WM085	very_small
mm.domus.WM086	large
mm.domus.WM087	small
mm.domus.WM088	very_large
mm.domus.WM089	small
mm.domus.WM090	small
mm.domus.WM092	small
mm.domus.WM093	very_small
mm.domus.WM094	medium
mm.domus.WM095	very_small
mm.domus.WM097	very_small
mm.domus.WM098	medium
mm.domus.WM099	small
mm.domus.WM100	large
mm.domus.WM101	unknown
mm.domus.WM103	small
mm.domus.WM104	small
mm.domus.WM106	tiny
mm.domus.WM107	small
mm.domus.WM108	unknown
mm.domus.WM109	unknown
mm.domus.WM110	small
mm.domus.WM111	small
mm.domus.WM112	small
mm.domus.WM113	tiny
mm.domus.WM115	medium
mm.domus.WM116	small
mm.domus.WM117	small
mm.domus.WM118	small
mm.domus.WM119	very_small
mm.domus.WM120	medium
mm.domus.WM121	very_small
mm.domus.WM122	small
mm.domus.WM123	medium
mm.domus.WM124	large
mm.domus.WM125	medium
mm.domus.WM126	very_large
mm.domus.WM127	medium
mm.domus.WM129	medium
mm.domus.WM130	small
mm.domus.WM131	medium
mm.domus.WM132	small
mm.domus.WM134	very_large
mm.domus.WM135	medium
mm.domus.WM136	very_large
mm.domus.WM137	medium
mm.domus.WM138	large
mm.domus.WM139	small
mm.domus.WM140	very_large
mm.domus.WM141	unknown
mm.domus.WM142	unknown
mm.domus.WM143	unknown
mm.domus.WM144	unknown
mm.domus.WM145	very_small
mm.domus.WM146	unknown
mm.domus.WM147	small
mm.domus.YH001	unknown
mm.domus.YH002	small
mm.domus.YH003	very_large
mm.domus.YH004	small
mm.domus.YH005	large
mm.domus.YH006	medium
mm.domus.YH007	medium
mm.domus.YH008	very_large
mm.domus.YH009	large
mm.domus.YH010	medium
mm.domus.YH011	medium
mm.domus.YH012	medium
mm.domus.YH013	small
mm.domus.YH014	large
mm.domus.YH015	small
mm.domus.YH016	medium
mm.domus.YH017	small
mm.domus.YH018	very_small
mm.domus.YH020	very_large
mm.domus.YH021	medium
mm.domus.YH022	small
mm.domus.YH023	medium
mm.domus.YH024	medium
mm.domus.YH026	large
mm.domus.YH027	large
mm.domus.YH029	very_large
mm.domus.YH030	small
mm.domus.YH031	medium
mm.domus.YH032	very_small
mm.domus.YH033	small
mm.domus.YH034	small
mm.domus.YH035	large
mm.domus.YH036	large
mm.domus.YH037	medium
mm.domus.YH038	large
mm.domus.YH039	medium
mm.domus.YH040	medium
mm.domus.YH043	medium
mm.domus.YH044	small
mm.domus.YH045	medium
mm.domus.YH046	small
mm.domus.YH047	medium
mm.domus.YH048	very_large
mm.domus.YH049	medium
mm.domus.YH050	small
mm.domus.YH051	small
mm.domus.YH052	medium
mm.domus.YH053	large
mm.domus.YH054	large
mm.domus.YH055	large
mm.domus.YH056	medium
mm.domus.YH057	very_small
mm.domus.YH058	tiny
mm.domus.YH059	large
mm.domus.YH060	very_large
mm.domus.YH061	small
mm.domus.YH063	very_small
mm.domus.YH064	medium
mm.domus.YH065	small
mm.domus.YH066	very_large
mm.domus.YH068	large
mm.domus.YH069	tiny
mm.domus.YH070	very_small
mm.domus.YH071	small
mm.domus.YH072	very_large
mm.domus.YH073	medium
mm.domus.YH074	medium
mm.domus.YH075	very_small
mm.domus.YH076	small
mm.domus.YH077	medium
mm.domus.YH079	large
mm.domus.YH080	very_large
mm.domus.YH081	medium
mm.domus.YH082	small
mm.domus.YH083	large
mm.domus.YH084	medium
mm.domus.YH085	medium
mm.domus.YH086	medium
mm.domus.YH087	very_small
mm.domus.YH088	small
mm.domus.YH089	small
mm.domus.YH090	tiny
mm.domus.YH091	small
mm.domus.YH092	small
mm.domus.YH093	medium
mm.domus.YH094	very_large
mm.domus.YH095	medium
mm.domus.YH096	very_large
mm.domus.YH097	large
mm.domus.YH099	very_large
mm.domus.YH101	large
mm.domus.YH102	large
mm.domus.YH103	small
mm.domus.YH104	very_small
mm.domus.YH105	very_small
mm.domus.YH106	small
mm.domus.YH107	medium
mm.domus.YH108	unknown
mm.domus.YH109	unknown
mm.domus.YH110	small
mm.domus.YH111	small
mm.domus.YH112	medium
mm.domus.YH113	small
mm.domus.YH115	small
mm.domus.YH116	very_small
mm.domus.YH117	very_large
mm.domus.YH118	small
mm.domus.YH119	medium
mm.domus.YH120	small
mm.domus.YH122	medium
mm.domus.YH123	medium
mm.domus.YH124	very_small
mm.domus.YH125	very_small
mm.domus.YH130	medium
mm.domus.YH131	medium
mm.domus.YH132	small
mm.domus.YH133	large
mm.domus.YH134	very_large
mm.domus.YH135	medium
mm.domus.YH136	large
mm.domus.YH137	medium
mm.domus.YH138	small
mm.domus.YH140	medium
mm.domus.YH141	very_small
mm.domus.YH142	very_small
mm.domus.YH143	very_small
mm.domus.YH144	small
mm.domus.YH145	very_large
mm.domus.YH146	very_large
mm.domus.YH147	very_small
mm.domus.YH148	medium
mm.domus.YH149	very_large
mm.domus.YH150	unknown
mm.domus.YH151	small
mm.domus.YH152	very_small
mm.domus.YH153	large
mm.domus.YH154	small
mm.domus.YH155	large
mm.domus.YH156	very_large
mm.domus.YH157	very_large
mm.domus.YH158	large
mm.domus.YH159	medium
mm.domus.YH160	medium
mm.domus.YH161	large
mm.domus.YH162	unknown
mm.domus.YH163	unknown
mm.domus.YH164	unknown
mm.domus.YH165	unknown
mm.domus.YH166	unknown
mm.domus.YH168	medium
mm.domus.YH169	small
mm.domus.YH170	unknown
mm.domus.YH171	medium
mm.fcm.001	unknown
mm.fcm.013	unknown
mm.fcm.026	unknown
mm.fcm.027	unknown
mm.fcm.030	unknown
mm.fcm.032	tiny
mm.fcm.041	unknown
mm.fcm.045	small
mm.fcm.051	unknown
mm.fcm.056	unknown
mm.fcm.058	unknown
mm.fcm.059	unknown
mm.fcm.062	unknown
mm.fcm.064	tiny
mm.fcm.067	unknown
mm.fcm.072	unknown
mm.fcm.073	large
mm.fcm.074	unknown
mm.fcm.075	unknown
mm.fcm.078	unknown
mm.fcm.082	unknown
mm.fcm.083	large
mm.fcm.090	unknown
mm.fcm.098	unknown
mm.fcm.100	unknown
mm.fcm.102	unknown
mm.fcm.107	unknown
mm.fcm.109	unknown
mm.fcm.114	unknown
mm.fcm.120	unknown
mm.fcm.124	unknown
mm.fcm.130	unknown
mm.fcm.131	unknown
mm.fcm.137	tiny
mm.fcm.139	unknown
mm.fcm.144	unknown
mm.fcm.145	unknown
mm.fcm.148	unknown
mm.fcm.149	unknown
mm.fcm.150	unknown
mm.fcm.151	unknown
mm.fcm.154	unknown
mm.fcm.155	unknown
mm.fcm.158	unknown
mm.fcm.160	unknown
mm.fcm.161	unknown
mm.fcm.162	unknown
mm.fcm.163	unknown
mm.fcm.172	unknown
mm.fcm.175	unknown
mm.fcm.179	unknown
mm.fcm.186	unknown
mm.fcm.189	unknown
mm.fcm.190	unknown
mm.fcm.191	unknown
mm.fcm.197	unknown
mm.fcm.202	unknown
mm.fcm.204	unknown
mm.fcm.207	unknown
mm.fcm.214	unknown
mm.fcm.221	unknown
mm.fcm.230	unknown
mm.fcm.231	unknown
mm.fcm.232	unknown
mm.fcm.235	unknown
mm.fcm.239	very_small
mm.fcm.242	very_small
mm.fcm.254	unknown
mm.fcm.257	unknown
mm.fcm.258	unknown
mm.fcm.262	unknown
mm.fcm.270	unknown
mm.fcm.274	unknown
mm.fcm.275	unknown
mm.fcm.276	unknown
mm.fcm.279	unknown
mm.hha.001	very_large
mm.hha.002	unknown
mm.hha.003	very_small
mm.hha.004	unknown
mm.hha.005	unknown
mm.hha.006	unknown
mm.hha.007	unknown
mm.hha.008	unknown
mm.hha.009	unknown
mm.hha.010	unknown
mm.hha.011	small
mm.hha.013	unknown
mm.hha.014	unknown
mm.hha.015	unknown
mm.hha.016	unknown
mm.hha.017	very_large
mm.hha.018	small
mm.hha.019	unknown
mm.hha.020	unknown
mm.hha.021	unknown
mm.hha.022	unknown
mm.hha.023	unknown
mm.hha.024	unknown
mm.hha.025	unknown
mm.hha.026	unknown
mm.hha.027	unknown
mm.hha.028	small
mm.hha.029	unknown
mm.hha.030	unknown
mm.hha.031	unknown
mm.hha.032	unknown
mm.hha.033	small
mm.hha.034	unknown
mm.hha.035	unknown
mm.hha.036	very_small
mm.hha.037	unknown
mm.hha.038	unknown
mm.hha.039	tiny
mm.hha.040	unknown
mm.hha.041	unknown
mm.hha.042	unknown
mm.hha.043	unknown
mm.hha.044	unknown
mm.hha.045	unknown
mm.hha.046	unknown
mm.hha.047	small
mm.hha.048	small
mm.hha.049	tiny
mm.hha.050	unknown
mm.hha.051	unknown
mm.hha.053	very_small
mm.hha.054	unknown
mm.hha.055	unknown
mm.hha.056	unknown
mm.hha.057	unknown
mm.hha.058	unknown
mm.hha.059	unknown
mm.hha.060	unknown
mm.hha.061	unknown
mm.hha.062	unknown
mm.hha.063	unknown
mm.hha.064	unknown
mm.hha.065	unknown
mm.hha.066	unknown
mm.hha.067	unknown
mm.hha.068	unknown
mm.hha.069	unknown
mm.hha.070	unknown
mm.hha.071	small
mm.hha.073	unknown
mm.hha.074	unknown
mm.hha.075	unknown
mm.hha.076	unknown
mm.hha.077	small
mm.hha.078	unknown
mm.hha.080	unknown
mm.hha.081	unknown
mm.hha.082	unknown
mm.hha.083	small
mm.hha.084	unknown
mm.hha.085	unknown
mm.hha.086	unknown
mm.hha.087	very_small
mm.hha.088	unknown
mm.hha.089	unknown
mm.hha.090	unknown
mm.hha.091	unknown
mm.hha.092	medium
mm.hha.093	unknown
mm.hha.094	unknown
mm.hha.095	unknown
mm.hha.096	unknown
mm.hha.097	unknown
mm.hha.098	unknown
mm.hha.101	unknown
mm.hha.102	unknown
mm.hha.105	tiny
mm.hha.107	unknown
mm.hha.109	tiny
mm.hha.110	unknown
mm.hha.111	tiny
mm.hha.112	unknown
mm.hha.115	small
mm.hha.116	unknown
mm.hha.117	very_small
mm.hha.118	medium
mm.hha.119	unknown
mm.hha.120	large
mm.hha.121	very_large
mm.hha.122	very_small
mm.hha.123	unknown
mm.hha.124	unknown
mm.hha.125	unknown
mm.hha.126	unknown
mm.hha.127	unknown
mm.hha.128	unknown
mm.hha.130	very_small
mm.hha.131	unknown
mm.hha.132	unknown
mm.hha.133	tiny
mm.hha.134	unknown
mm.hha.135	small
mm.hha.136	unknown
mm.hha.138	unknown
mm.hha.139	unknown
mm.hha.140	unknown
mm.hha.141	small
mm.hha.142	unknown
mm.hha.143	unknown
mm.hha.144	unknown
mm.hha.145	small
mm.hha.146	medium
mm.hha.147	unknown
mm.hha.148	unknown
mm.hha.149	unknown
mm.hha.150	medium
mm.hha.153	unknown
mm.hha.154	unknown
mm.hha.155	unknown
mm.hha.156	unknown
mm.hha.157	unknown
mm.hha.158	unknown
mm.hha.159	unknown
mm.hha.160	unknown
mm.hha.161	unknown
mm.hha.162	unknown
mm.hha.163	unknown
mm.hha.164	unknown
mm.hha.165	unknown
mm.hha.167	unknown
mm.hha.168	unknown
mm.hha.169	unknown
mm.hha.171	unknown
mm.hha.173	unknown
mm.hha.174	unknown
mm.hha.175	unknown
mm.hha.177	unknown
mm.hha.178	unknown
mm.hha.179	unknown
mm.hha.180	unknown
mm.hha.181	unknown
mm.hha.182	unknown
mm.hha.183	unknown
mm.hha.184	unknown
mm.hha.185	unknown
mm.hha.186	unknown
mm.hha.187	unknown
mm.hha.188	unknown
mm.hha.189	unknown
mm.hha.190	unknown
mm.hha.191	unknown
mm.hha.192	unknown
mm.hha.193	unknown
mm.hha.194	unknown
mm.hud.001	unknown
mm.hud.002	unknown
mm.hud.005	unknown
mm.hud.006	unknown
mm.hud.007	unknown
mm.hud.009	unknown
mm.hud.014	unknown
mm.hud.016	unknown
mm.hud.019	unknown
mm.hud.021	unknown
mm.hud.022	unknown
mm.hud.024	unknown
mm.hud.025	unknown
mm.hud.026	unknown
mm.mald.001	unknown
mm.mald.007	unknown
mm.mald.013	unknown
mm.mald.014	unknown
mm.mald.015	unknown
mm.mald.019	unknown
mm.mald.020	small
mm.mald.024	very_small
mm.mald.026	unknown
mm.mald.027	unknown
mm.mald.028	unknown
mm.mald.030	unknown
mm.mald.033	unknown
mm.mald.037	unknown
mm.mald.038	small
mm.mald.042	unknown
mm.mald.043	unknown
mm.mald.045	unknown
mm.mald.052	unknown
mm.mald.053	unknown
mm.mald.055	large
mm.mald.058	unknown
mm.mald.062	unknown
mm.mald.066	unknown
mm.mald.068	unknown
mm.mald.069	large
mm.mald.071	unknown
mm.mald.072	small
mm.mald.079	unknown
mm.mald.080	unknown
mm.mald.081	small
mm.mald.082	unknown
mm.mald.086	small
mm.mald.089	medium
mm.mald.090	unknown
mm.mald.095	small
mm.mald.110	unknown
mm.mald.111	small
mm.mald.116	unknown
mm.mald.124	very_large
mm.mald.130	unknown
mm.mald.132	unknown
mm.mald.135	small
mm.mald.148	unknown
